X,Y,Z,ID,Date,Location Residual,Sensors Hit,Sensors Used,Apparent Volume,Seismic Moment,Local Magnitude
2.79E+03,4.69E+03,9.56E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,4.80E+03,1.63E+07,-1.80E+00
2.83E+03,4.69E+03,1.01E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,2.95E+03,1.27E+07,-1.90E+00
2.70E+03,4.91E+03,1.29E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,7.40E+04,1.03E+08,-1.40E+00
2.79E+03,4.66E+03,9.67E+02,nan,nan,6.00E+00,1.30E+01,1.20E+01,2.71E+02,7.33E+07,-9.00E-01
2.76E+03,4.90E+03,1.30E+03,nan,nan,2.00E+00,7.00E+00,7.00E+00,3.38E+04,4.38E+07,-1.60E+00
2.76E+03,4.95E+03,1.33E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,1.94E+04,8.51E+07,-1.30E+00
2.82E+03,4.80E+03,1.23E+03,nan,nan,7.00E+00,1.40E+01,1.40E+01,1.04E+04,1.26E+08,-1.10E+00
2.60E+03,4.91E+03,1.56E+03,nan,nan,8.00E+00,7.00E+00,6.00E+00,5.63E+04,5.04E+08,-7.00E-01
2.75E+03,4.83E+03,1.25E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,5.15E+04,4.13E+08,-8.00E-01
2.82E+03,4.74E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,1.16E+04,9.01E+06,-2.20E+00
3.05E+03,4.47E+03,9.14E+02,nan,nan,4.00E+00,1.00E+01,1.00E+01,2.26E+02,1.51E+08,-5.00E-01
2.96E+03,4.71E+03,1.11E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,4.84E+03,1.55E+07,-1.80E+00
2.67E+03,4.77E+03,1.06E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,1.11E+04,3.42E+07,-1.60E+00
3.01E+03,4.61E+03,1.07E+03,nan,nan,6.00E+00,1.00E+01,1.00E+01,1.12E+04,3.14E+07,-1.60E+00
2.88E+03,4.62E+03,9.83E+02,nan,nan,5.00E+00,8.00E+00,8.00E+00,7.06E+02,9.09E+06,-1.80E+00
2.94E+03,4.52E+03,9.69E+02,nan,nan,1.00E+01,1.00E+01,1.00E+01,1.01E+04,7.03E+07,-1.30E+00
2.96E+03,4.69E+03,1.12E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,1.13E+04,5.52E+07,-1.40E+00
2.97E+03,4.71E+03,1.08E+03,nan,nan,2.00E+00,7.00E+00,7.00E+00,3.41E+03,2.49E+07,-1.60E+00
2.99E+03,4.61E+03,1.06E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,2.01E+01,3.72E+07,-8.00E-01
2.85E+03,4.75E+03,1.16E+03,nan,nan,4.00E+00,9.00E+00,7.00E+00,4.06E+02,4.14E+07,-1.10E+00
3.00E+03,4.62E+03,1.06E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,3.98E+03,2.01E+07,-1.70E+00
2.80E+03,4.77E+03,1.00E+03,nan,nan,4.00E+00,6.00E+00,6.00E+00,2.38E+02,2.95E+07,-1.20E+00
3.01E+03,4.50E+03,8.94E+02,nan,nan,5.00E+00,1.20E+01,1.00E+01,2.78E+02,3.70E+07,-1.10E+00
2.75E+03,4.79E+03,1.04E+03,nan,nan,3.00E+00,1.00E+01,9.00E+00,2.74E+02,1.21E+07,-1.60E+00
2.84E+03,4.75E+03,1.15E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,6.45E+02,2.11E+06,-2.40E+00
2.85E+03,4.79E+03,1.21E+03,nan,nan,4.00E+00,6.00E+00,6.00E+00,4.68E+02,4.97E+06,-2.00E+00
2.82E+03,4.80E+03,1.22E+03,nan,nan,4.00E+00,8.00E+00,7.00E+00,7.02E+03,2.53E+07,-1.70E+00
2.95E+03,4.57E+03,9.44E+02,nan,nan,6.00E+00,1.00E+01,7.00E+00,2.45E+04,6.21E+07,-1.50E+00
2.85E+03,4.80E+03,1.22E+03,nan,nan,7.00E+00,1.40E+01,1.40E+01,1.22E+04,5.72E+08,-5.00E-01
2.95E+03,4.53E+03,9.57E+02,nan,nan,7.00E+00,1.10E+01,1.10E+01,1.26E+01,1.44E+07,-1.20E+00
2.99E+03,4.53E+03,9.50E+02,nan,nan,7.00E+00,1.10E+01,1.10E+01,2.32E+02,3.70E+07,-1.10E+00
2.99E+03,4.51E+03,9.63E+02,nan,nan,7.00E+00,1.30E+01,1.30E+01,2.20E+04,1.15E+08,-1.20E+00
2.94E+03,4.51E+03,9.34E+02,nan,nan,6.00E+00,6.00E+00,6.00E+00,1.17E+01,5.59E+06,-1.50E+00
3.06E+03,4.54E+03,9.29E+02,nan,nan,7.00E+00,1.20E+01,9.00E+00,6.83E+04,2.18E+08,-1.10E+00
2.80E+03,4.80E+03,1.22E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,2.71E+02,1.08E+07,-1.60E+00
2.92E+03,4.66E+03,1.05E+03,nan,nan,2.00E+00,8.00E+00,7.00E+00,3.41E+02,1.96E+06,-2.40E+00
2.85E+03,4.70E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,1.17E+02,8.42E+05,-2.60E+00
2.92E+03,4.64E+03,1.03E+03,nan,nan,5.00E+00,9.00E+00,9.00E+00,3.81E+02,6.27E+06,-1.90E+00
2.75E+03,4.80E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,1.55E+01,1.28E+06,-2.20E+00
2.80E+03,4.81E+03,1.24E+03,nan,nan,3.00E+00,7.00E+00,6.00E+00,4.79E+03,1.36E+07,-1.90E+00
2.87E+03,4.53E+03,9.20E+02,nan,nan,4.00E+00,6.00E+00,5.00E+00,6.33E+01,4.74E+08,1.00E-01
2.93E+03,4.54E+03,9.40E+02,nan,nan,6.00E+00,6.00E+00,6.00E+00,3.71E+01,1.09E+07,-1.40E+00
2.98E+03,4.59E+03,9.31E+02,nan,nan,6.00E+00,9.00E+00,7.00E+00,1.42E+02,2.28E+07,-1.30E+00
2.92E+03,4.66E+03,1.05E+03,nan,nan,3.00E+00,9.00E+00,8.00E+00,1.36E+03,1.19E+07,-1.80E+00
2.74E+03,4.85E+03,1.05E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,1.57E+02,4.77E+06,-1.90E+00
2.84E+03,4.79E+03,1.22E+03,nan,nan,5.00E+00,1.30E+01,1.30E+01,6.34E+03,1.24E+08,-1.00E+00
2.74E+03,4.79E+03,1.05E+03,nan,nan,2.00E+00,9.00E+00,7.00E+00,8.96E+02,1.49E+07,-1.70E+00
2.90E+03,4.52E+03,9.22E+02,nan,nan,9.00E+00,1.20E+01,1.20E+01,1.24E+05,6.19E+08,-7.00E-01
2.89E+03,4.55E+03,8.96E+02,nan,nan,7.00E+00,6.00E+00,5.00E+00,1.20E+02,1.46E+07,-1.40E+00
2.81E+03,4.80E+03,1.23E+03,nan,nan,2.00E+00,1.20E+01,6.00E+00,1.85E+04,4.01E+08,-7.00E-01
2.90E+03,4.52E+03,9.19E+02,nan,nan,6.00E+00,7.00E+00,5.00E+00,1.56E+03,1.26E+07,-1.80E+00
2.68E+03,4.87E+03,1.25E+03,nan,nan,3.00E+00,6.00E+00,6.00E+00,9.72E+03,3.67E+07,-1.60E+00
3.09E+03,4.61E+03,1.02E+03,nan,nan,5.00E+00,8.00E+00,7.00E+00,2.52E+04,7.89E+07,-1.40E+00
2.76E+03,4.60E+03,1.06E+03,nan,nan,4.00E+00,8.00E+00,6.00E+00,1.07E+04,3.19E+07,-1.60E+00
2.80E+03,4.80E+03,1.24E+03,nan,nan,2.00E+00,7.00E+00,6.00E+00,6.75E+03,1.73E+07,-1.80E+00
2.73E+03,4.78E+03,1.20E+03,nan,nan,4.00E+00,6.00E+00,5.00E+00,2.21E+01,1.43E+07,-1.20E+00
3.09E+03,4.51E+03,8.54E+02,nan,nan,6.00E+00,9.00E+00,9.00E+00,1.19E+04,9.04E+07,-1.20E+00
2.81E+03,4.67E+03,9.72E+02,nan,nan,2.00E+00,7.00E+00,7.00E+00,5.33E+03,1.18E+07,-2.00E+00
3.06E+03,4.48E+03,1.08E+03,nan,nan,6.00E+00,1.50E+01,5.00E+00,1.10E+04,2.78E+09,2.00E-01
2.85E+03,4.68E+03,1.06E+03,nan,nan,5.00E+00,1.00E+01,1.00E+01,3.90E+01,3.01E+07,-1.00E+00
2.93E+03,4.57E+03,9.82E+02,nan,nan,6.00E+00,1.00E+01,9.00E+00,2.61E+03,3.45E+07,-1.40E+00
2.84E+03,4.74E+03,1.16E+03,nan,nan,2.00E+00,8.00E+00,6.00E+00,1.36E+04,3.32E+07,-1.60E+00
3.10E+03,4.46E+03,8.73E+02,nan,nan,1.30E+01,1.30E+01,1.30E+01,5.24E+01,1.75E+08,-3.00E-01
2.84E+03,4.68E+03,1.01E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,4.87E+02,2.43E+06,-2.30E+00
2.67E+03,4.70E+03,1.17E+03,nan,nan,6.00E+00,1.30E+01,1.00E+01,2.06E+04,6.53E+07,-1.40E+00
2.93E+03,4.67E+03,1.08E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,7.67E+02,2.98E+06,-2.30E+00
2.94E+03,4.66E+03,1.07E+03,nan,nan,3.00E+00,6.00E+00,6.00E+00,7.06E+02,3.91E+06,-2.20E+00
2.90E+03,4.72E+03,1.12E+03,nan,nan,4.00E+00,7.00E+00,6.00E+00,2.08E+03,8.18E+06,-2.00E+00
2.85E+03,4.53E+03,9.49E+02,nan,nan,5.00E+00,8.00E+00,7.00E+00,6.00E+03,5.51E+07,-1.30E+00
2.95E+03,4.68E+03,1.08E+03,nan,nan,5.00E+00,1.20E+01,1.20E+01,3.34E+03,4.88E+07,-1.30E+00
2.95E+03,4.57E+03,1.00E+03,nan,nan,6.00E+00,1.20E+01,1.20E+01,2.16E+01,3.76E+07,-8.00E-01
2.87E+03,4.54E+03,8.97E+02,nan,nan,3.00E+00,6.00E+00,5.00E+00,1.18E+02,5.67E+06,-1.80E+00
3.03E+03,4.51E+03,9.32E+02,nan,nan,6.00E+00,1.60E+01,1.50E+01,2.30E+04,1.16E+08,-1.20E+00
2.95E+03,4.58E+03,9.86E+02,nan,nan,3.00E+00,6.00E+00,6.00E+00,4.15E+02,4.26E+06,-2.10E+00
2.94E+03,4.60E+03,9.90E+02,nan,nan,5.00E+00,1.30E+01,1.20E+01,2.08E+01,1.43E+07,-1.20E+00
2.93E+03,4.58E+03,9.77E+02,nan,nan,2.00E+00,6.00E+00,4.00E+00,7.20E+01,1.88E+06,-2.20E+00
2.93E+03,4.55E+03,9.85E+02,nan,nan,5.00E+00,8.00E+00,8.00E+00,2.47E+03,1.08E+07,-1.90E+00
2.92E+03,4.56E+03,9.60E+02,nan,nan,3.00E+00,6.00E+00,5.00E+00,1.31E+01,1.67E+06,-2.00E+00
3.09E+03,4.45E+03,8.49E+02,nan,nan,5.00E+00,6.00E+00,5.00E+00,7.20E+02,2.94E+06,-2.30E+00
2.83E+03,4.52E+03,9.09E+02,nan,nan,7.00E+00,7.00E+00,5.00E+00,3.68E+03,1.31E+07,-1.90E+00
2.91E+03,4.59E+03,9.44E+02,nan,nan,3.00E+00,8.00E+00,5.00E+00,8.68E+02,3.49E+06,-2.20E+00
2.67E+03,4.74E+03,1.04E+03,nan,nan,6.00E+00,8.00E+00,8.00E+00,1.88E+03,1.50E+07,-1.70E+00
2.91E+03,4.58E+03,9.94E+02,nan,nan,4.00E+00,7.00E+00,7.00E+00,3.22E+03,6.46E+06,-2.10E+00
2.96E+03,4.57E+03,9.84E+02,nan,nan,4.00E+00,8.00E+00,8.00E+00,4.06E+01,8.87E+06,-1.50E+00
2.95E+03,4.60E+03,1.00E+03,nan,nan,3.00E+00,6.00E+00,6.00E+00,1.81E+03,3.28E+06,-2.30E+00
2.84E+03,4.81E+03,1.15E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,3.35E+03,1.08E+07,-1.90E+00
2.68E+03,4.75E+03,1.09E+03,nan,nan,4.00E+00,7.00E+00,6.00E+00,1.01E+03,8.14E+06,-1.90E+00
2.93E+03,4.58E+03,9.62E+02,nan,nan,2.00E+00,6.00E+00,6.00E+00,7.76E+01,1.17E+06,-2.40E+00
2.96E+03,4.48E+03,9.02E+02,nan,nan,5.00E+00,6.00E+00,4.00E+00,1.30E+03,5.13E+06,-2.10E+00
2.67E+03,4.76E+03,1.04E+03,nan,nan,5.00E+00,6.00E+00,5.00E+00,1.63E+02,3.98E+06,-2.00E+00
2.98E+03,4.45E+03,8.75E+02,nan,nan,7.00E+00,1.20E+01,1.10E+01,4.42E+02,2.40E+07,-1.40E+00
2.96E+03,4.48E+03,9.26E+02,nan,nan,8.00E+00,9.00E+00,9.00E+00,4.71E+03,3.53E+07,-1.50E+00
2.87E+03,4.50E+03,9.13E+02,nan,nan,6.00E+00,8.00E+00,6.00E+00,1.82E+03,6.24E+06,-2.10E+00
2.86E+03,4.51E+03,9.31E+02,nan,nan,7.00E+00,1.00E+01,8.00E+00,5.40E+02,3.65E+07,-1.20E+00
2.86E+03,4.51E+03,8.99E+02,nan,nan,7.00E+00,1.30E+01,1.00E+01,2.96E+04,3.29E+07,-1.70E+00
2.89E+03,4.59E+03,1.00E+03,nan,nan,4.00E+00,6.00E+00,5.00E+00,5.09E+03,8.16E+06,-2.10E+00
2.80E+03,4.67E+03,9.74E+02,nan,nan,1.00E+00,8.00E+00,7.00E+00,2.26E+03,9.05E+06,-2.00E+00
2.84E+03,4.68E+03,1.00E+03,nan,nan,3.00E+00,6.00E+00,5.00E+00,5.14E+01,2.04E+06,-2.10E+00
2.82E+03,4.61E+03,9.42E+02,nan,nan,4.00E+00,8.00E+00,6.00E+00,4.34E+03,1.84E+07,-1.80E+00
2.88E+03,4.50E+03,9.10E+02,nan,nan,6.00E+00,9.00E+00,9.00E+00,4.05E+01,1.02E+07,-1.40E+00
2.95E+03,4.66E+03,1.08E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,2.53E+03,5.41E+06,-2.20E+00
2.80E+03,4.60E+03,9.44E+02,nan,nan,6.00E+00,1.70E+01,1.40E+01,1.21E+03,2.96E+07,-1.40E+00
2.85E+03,4.52E+03,9.65E+02,nan,nan,5.00E+00,7.00E+00,6.00E+00,1.34E+03,1.54E+07,-1.70E+00
2.80E+03,4.69E+03,9.73E+02,nan,nan,3.00E+00,1.00E+01,7.00E+00,4.61E+03,1.76E+07,-1.80E+00
2.87E+03,4.50E+03,8.99E+02,nan,nan,6.00E+00,7.00E+00,6.00E+00,1.87E+04,2.21E+07,-1.80E+00
2.90E+03,4.51E+03,8.97E+02,nan,nan,7.00E+00,8.00E+00,7.00E+00,1.42E+04,2.71E+07,-1.70E+00
2.80E+03,4.59E+03,9.38E+02,nan,nan,7.00E+00,1.30E+01,1.00E+01,1.52E+03,1.84E+07,-1.60E+00
2.88E+03,4.60E+03,1.00E+03,nan,nan,5.00E+00,6.00E+00,5.00E+00,7.09E+03,7.58E+06,-2.20E+00
3.02E+03,4.48E+03,8.82E+02,nan,nan,3.00E+00,8.00E+00,5.00E+00,1.14E+03,1.84E+07,-1.60E+00
2.88E+03,4.62E+03,1.00E+03,nan,nan,5.00E+00,1.00E+01,1.00E+01,5.18E+03,9.59E+06,-2.00E+00
2.88E+03,4.70E+03,1.05E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,6.05E+00,1.35E+06,-2.00E+00
2.90E+03,4.52E+03,8.91E+02,nan,nan,4.00E+00,7.00E+00,7.00E+00,7.59E+02,5.14E+06,-2.10E+00
2.88E+03,4.52E+03,9.02E+02,nan,nan,5.00E+00,6.00E+00,6.00E+00,1.63E+02,3.48E+06,-2.00E+00
2.91E+03,4.55E+03,8.99E+02,nan,nan,4.00E+00,9.00E+00,8.00E+00,8.49E+01,9.00E+06,-1.60E+00
2.87E+03,4.53E+03,9.03E+02,nan,nan,6.00E+00,9.00E+00,9.00E+00,1.44E+03,1.71E+07,-1.70E+00
2.67E+03,4.71E+03,1.22E+03,nan,nan,4.00E+00,7.00E+00,4.00E+00,1.41E+04,3.87E+07,-1.60E+00
2.85E+03,4.67E+03,1.00E+03,nan,nan,2.00E+00,7.00E+00,6.00E+00,8.08E+04,2.67E+07,-1.90E+00
2.88E+03,4.60E+03,1.01E+03,nan,nan,1.00E+00,6.00E+00,6.00E+00,2.54E+03,6.03E+06,-2.10E+00
2.78E+03,4.73E+03,1.08E+03,nan,nan,1.00E+00,1.20E+01,6.00E+00,1.62E+04,5.50E+07,-1.50E+00
2.84E+03,4.67E+03,1.05E+03,nan,nan,3.00E+00,1.10E+01,9.00E+00,3.91E+03,3.44E+07,-1.50E+00
2.87E+03,4.49E+03,9.02E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,4.46E+03,4.38E+06,-2.30E+00
2.89E+03,4.53E+03,8.73E+02,nan,nan,5.00E+00,8.00E+00,8.00E+00,2.07E+03,1.67E+07,-1.70E+00
2.94E+03,4.58E+03,9.66E+02,nan,nan,6.00E+00,1.40E+01,1.40E+01,1.97E+03,2.42E+07,-1.50E+00
2.73E+03,4.62E+03,9.49E+02,nan,nan,9.00E+00,1.50E+01,1.50E+01,5.19E+02,7.21E+08,0.00E+00
2.89E+03,4.54E+03,8.78E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,1.75E+03,4.95E+06,-2.20E+00
2.89E+03,4.54E+03,8.77E+02,nan,nan,3.00E+00,6.00E+00,6.00E+00,4.18E+03,6.03E+06,-2.20E+00
2.91E+03,4.51E+03,8.93E+02,nan,nan,5.00E+00,7.00E+00,7.00E+00,1.30E+01,6.32E+06,-1.50E+00
2.87E+03,4.60E+03,1.02E+03,nan,nan,5.00E+00,1.10E+01,1.00E+01,3.38E+03,1.41E+07,-1.80E+00
2.90E+03,4.50E+03,9.07E+02,nan,nan,6.00E+00,7.00E+00,6.00E+00,8.15E+03,3.36E+07,-1.60E+00
2.88E+03,4.63E+03,9.91E+02,nan,nan,3.00E+00,7.00E+00,7.00E+00,1.64E+03,4.90E+06,-2.20E+00
2.65E+03,4.74E+03,1.16E+03,nan,nan,8.00E+00,1.60E+01,1.50E+01,3.11E+04,1.61E+08,-1.10E+00
2.90E+03,4.52E+03,9.02E+02,nan,nan,6.00E+00,1.00E+01,1.00E+01,3.70E+01,1.75E+07,-1.20E+00
2.88E+03,4.53E+03,9.00E+02,nan,nan,5.00E+00,1.00E+01,9.00E+00,1.03E+04,1.85E+07,-1.90E+00
2.84E+03,4.49E+03,8.77E+02,nan,nan,7.00E+00,1.40E+01,1.30E+01,4.40E+03,5.58E+07,-1.30E+00
2.88E+03,4.52E+03,8.68E+02,nan,nan,4.00E+00,6.00E+00,5.00E+00,2.71E+03,9.11E+06,-2.00E+00
2.90E+03,4.49E+03,9.30E+02,nan,nan,6.00E+00,7.00E+00,7.00E+00,4.17E+03,8.86E+06,-2.00E+00
2.89E+03,4.48E+03,8.66E+02,nan,nan,5.00E+00,6.00E+00,6.00E+00,1.37E+03,2.41E+06,-2.40E+00
2.91E+03,4.52E+03,8.83E+02,nan,nan,5.00E+00,6.00E+00,6.00E+00,3.88E+03,1.74E+07,-1.80E+00
2.87E+03,4.65E+03,1.04E+03,nan,nan,4.00E+00,7.00E+00,7.00E+00,2.19E+03,5.68E+06,-2.10E+00
2.98E+03,4.45E+03,8.71E+02,nan,nan,3.00E+00,6.00E+00,6.00E+00,2.06E+00,5.62E+06,-1.30E+00
2.84E+03,4.63E+03,1.03E+03,nan,nan,5.00E+00,7.00E+00,7.00E+00,2.02E+04,1.27E+07,-2.10E+00
2.99E+03,4.46E+03,8.82E+02,nan,nan,9.00E+00,1.50E+01,1.50E+01,1.01E+05,5.73E+08,-7.00E-01
2.85E+03,4.54E+03,9.19E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,3.77E+03,1.02E+07,-2.00E+00
2.84E+03,4.53E+03,9.49E+02,nan,nan,5.00E+00,6.00E+00,6.00E+00,3.49E+02,1.01E+07,-1.70E+00
2.99E+03,4.46E+03,8.86E+02,nan,nan,7.00E+00,1.40E+01,1.40E+01,7.27E+04,4.60E+08,-8.00E-01
2.83E+03,4.54E+03,9.25E+02,nan,nan,7.00E+00,1.50E+01,1.50E+01,6.44E+03,9.07E+07,-1.10E+00
3.03E+03,4.46E+03,9.01E+02,nan,nan,5.00E+00,7.00E+00,6.00E+00,5.51E+03,2.12E+07,-1.70E+00
2.82E+03,4.52E+03,9.13E+02,nan,nan,1.00E+00,1.50E+01,1.10E+01,9.17E+03,4.83E+07,-1.40E+00
2.82E+03,4.52E+03,9.27E+02,nan,nan,8.00E+00,1.50E+01,1.10E+01,1.52E+04,5.07E+07,-1.50E+00
2.76E+03,4.78E+03,1.01E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,1.77E+02,5.44E+06,-1.90E+00
2.69E+03,4.64E+03,1.09E+03,nan,nan,8.00E+00,1.50E+01,1.20E+01,1.99E+04,5.37E+07,-1.50E+00
2.74E+03,4.63E+03,1.12E+03,nan,nan,5.00E+00,1.60E+01,1.10E+01,6.16E+04,7.76E+07,-1.50E+00
2.83E+03,4.55E+03,9.32E+02,nan,nan,7.00E+00,1.60E+01,1.10E+01,4.44E+03,4.23E+07,-1.40E+00
3.00E+03,4.46E+03,8.50E+02,nan,nan,5.00E+00,6.00E+00,6.00E+00,8.40E+02,1.14E+07,-1.80E+00
2.83E+03,4.55E+03,9.23E+02,nan,nan,5.00E+00,7.00E+00,7.00E+00,3.64E+03,8.08E+06,-2.10E+00
2.68E+03,4.68E+03,1.08E+03,nan,nan,7.00E+00,1.90E+01,1.60E+01,4.20E+04,1.21E+08,-1.30E+00
2.78E+03,4.78E+03,1.01E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,3.66E+01,1.79E+06,-2.10E+00
2.87E+03,4.50E+03,9.15E+02,nan,nan,6.00E+00,6.00E+00,6.00E+00,2.83E+03,1.53E+07,-1.80E+00
2.88E+03,4.54E+03,9.08E+02,nan,nan,7.00E+00,1.30E+01,1.30E+01,1.42E+02,2.48E+07,-1.20E+00
2.83E+03,4.55E+03,9.23E+02,nan,nan,6.00E+00,1.60E+01,1.40E+01,3.74E+02,3.85E+07,-1.20E+00
2.65E+03,4.75E+03,1.09E+03,nan,nan,4.00E+00,8.00E+00,7.00E+00,2.61E+02,1.10E+07,-1.60E+00
2.83E+03,4.52E+03,8.75E+02,nan,nan,8.00E+00,1.60E+01,1.60E+01,2.75E+04,9.09E+07,-1.30E+00
2.74E+03,4.62E+03,1.11E+03,nan,nan,7.00E+00,1.80E+01,1.80E+01,3.90E+05,2.20E+08,-1.30E+00
2.87E+03,4.61E+03,1.03E+03,nan,nan,4.00E+00,6.00E+00,5.00E+00,3.81E+02,4.24E+06,-2.10E+00
2.80E+03,4.62E+03,9.45E+02,nan,nan,5.00E+00,1.50E+01,1.00E+01,1.59E+03,7.24E+07,-1.10E+00
2.86E+03,4.62E+03,1.03E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,9.18E+03,1.19E+07,-2.00E+00
2.66E+03,4.70E+03,1.07E+03,nan,nan,4.00E+00,9.00E+00,8.00E+00,2.04E+04,1.97E+07,-1.90E+00
3.02E+03,4.57E+03,1.01E+03,nan,nan,4.00E+00,1.30E+01,1.20E+01,5.69E+01,1.36E+07,-1.40E+00
2.92E+03,4.54E+03,9.58E+02,nan,nan,2.00E+00,9.00E+00,9.00E+00,1.96E+03,2.86E+07,-1.50E+00
2.88E+03,4.58E+03,9.81E+02,nan,nan,5.00E+00,1.10E+01,1.10E+01,1.89E+04,3.85E+07,-1.60E+00
2.71E+03,4.60E+03,1.08E+03,nan,nan,8.00E+00,1.70E+01,1.60E+01,1.55E+04,1.68E+08,-1.00E+00
2.85E+03,4.55E+03,9.37E+02,nan,nan,6.00E+00,8.00E+00,8.00E+00,5.54E+02,4.92E+06,-2.00E+00
2.97E+03,4.50E+03,1.00E+03,nan,nan,5.00E+00,6.00E+00,5.00E+00,4.76E+02,5.95E+06,-1.90E+00
2.86E+03,4.53E+03,8.92E+02,nan,nan,5.00E+00,7.00E+00,5.00E+00,9.65E+03,1.66E+07,-1.90E+00
2.85E+03,4.59E+03,1.02E+03,nan,nan,5.00E+00,9.00E+00,8.00E+00,1.07E+03,1.20E+07,-1.80E+00
2.88E+03,4.49E+03,9.23E+02,nan,nan,7.00E+00,6.00E+00,6.00E+00,2.23E+01,1.44E+07,-1.20E+00
2.88E+03,4.55E+03,8.82E+02,nan,nan,4.00E+00,6.00E+00,5.00E+00,3.08E+02,5.64E+06,-1.90E+00
2.85E+03,4.55E+03,9.45E+02,nan,nan,5.00E+00,6.00E+00,5.00E+00,2.54E+02,6.82E+06,-1.80E+00
2.87E+03,4.50E+03,9.12E+02,nan,nan,6.00E+00,6.00E+00,6.00E+00,7.29E+03,6.68E+06,-2.20E+00
2.68E+03,4.73E+03,1.10E+03,nan,nan,4.00E+00,9.00E+00,7.00E+00,6.94E+03,1.31E+07,-1.90E+00
2.67E+03,4.69E+03,1.08E+03,nan,nan,8.00E+00,1.80E+01,1.60E+01,3.84E+04,1.12E+08,-1.30E+00
2.68E+03,4.71E+03,1.07E+03,nan,nan,2.00E+00,9.00E+00,5.00E+00,2.66E+04,2.57E+07,-1.80E+00
2.68E+03,4.66E+03,1.08E+03,nan,nan,4.00E+00,9.00E+00,5.00E+00,3.60E+04,2.89E+07,-1.80E+00
2.68E+03,4.70E+03,1.06E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,1.65E+04,1.25E+07,-2.10E+00
2.77E+03,4.65E+03,1.15E+03,nan,nan,8.00E+00,1.30E+01,9.00E+00,3.12E+04,3.17E+07,-1.80E+00
2.77E+03,4.62E+03,1.12E+03,nan,nan,1.00E+00,1.30E+01,6.00E+00,9.81E+03,4.61E+07,-1.50E+00
3.00E+03,4.45E+03,9.07E+02,nan,nan,3.00E+00,6.00E+00,6.00E+00,8.63E+02,1.14E+07,-1.80E+00
2.71E+03,4.71E+03,1.05E+03,nan,nan,4.00E+00,7.00E+00,5.00E+00,2.02E+03,1.47E+07,-1.80E+00
2.73E+03,4.62E+03,1.08E+03,nan,nan,8.00E+00,1.20E+01,7.00E+00,9.72E+04,5.69E+07,-1.70E+00
2.66E+03,4.76E+03,1.08E+03,nan,nan,3.00E+00,6.00E+00,6.00E+00,1.06E+02,5.91E+06,-1.80E+00
2.76E+03,4.64E+03,1.14E+03,nan,nan,7.00E+00,1.60E+01,1.30E+01,2.62E+04,5.83E+07,-1.50E+00
2.68E+03,4.64E+03,1.10E+03,nan,nan,9.00E+00,1.50E+01,1.50E+01,2.48E+04,6.27E+07,-1.50E+00
2.98E+03,4.45E+03,8.86E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,5.56E+02,3.03E+06,-2.20E+00
2.70E+03,4.65E+03,1.08E+03,nan,nan,3.00E+00,6.00E+00,5.00E+00,6.27E+03,9.95E+06,-2.00E+00
2.90E+03,4.53E+03,8.99E+02,nan,nan,2.00E+00,9.00E+00,6.00E+00,4.19E+03,1.80E+07,-1.80E+00
2.91E+03,4.53E+03,8.92E+02,nan,nan,4.00E+00,6.00E+00,5.00E+00,7.17E+03,1.39E+07,-1.90E+00
2.87E+03,4.46E+03,9.03E+02,nan,nan,1.00E+00,1.30E+01,1.10E+01,5.31E+03,6.75E+07,-1.20E+00
2.74E+03,4.60E+03,1.09E+03,nan,nan,6.00E+00,6.00E+00,5.00E+00,3.35E+04,2.74E+07,-1.80E+00
2.87E+03,4.54E+03,9.16E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,2.43E+02,5.96E+06,-1.90E+00
